time_s,current_mA
0.0,-1.6221468433e-312
0.005008347245409015,7.550614924923411e-05
0.01001669449081803,0.00015090464161400977
0.015025041736227044,0.00022608797370736355
0.02003338898163606,0.00030094894891846506
0.025041736227045076,0.0003753808302538524
0.030050083472454088,0.0004492774925233439
0.035058430717863104,0.0005225335736536395
0.04006677796327212,0.000595044624913867
0.045075125208681135,0.000666707259838883
0.05008347245409015,0.0007374193016379911
0.05509181969949917,0.0008070799288789044
0.060100166944908176,0.0008755898192392324
0.0651085141903172,0.0009428512911205346
0.07011686143572621,0.0010087684429230226
0.07512520868113523,0.0010732472897823381
0.08013355592654424,0.0011361958975734411
0.08514190317195325,0.0011975245139905506
0.09015025041736227,0.0012571456965162389
0.09515859766277128,0.0013149744370972245
0.1001669449081803,0.001370928283349099
0.10517529215358931,0.0014249274561171732
0.11018363939899833,0.0014768949632258251
0.11519198664440734,0.0015267567092541647
0.12020033388981635,0.0015744416011814985
0.12520868113522537,0.0016198816497519622
0.1302170283806344,0.001663012066413797
0.1352253756260434,0.001703771355695053
0.14023372287145242,0.001742101402884009
0.14524207011686144,0.0017779475568892973
0.15025041736227046,0.001811258708161584
0.15525876460767946,0.001841987361565713
0.16026711185308848,0.001870089704099406
0.1652754590984975,0.001895525667361967
0.1702838063439065,0.0019182589846839218
0.17529215358931552,0.0019382572428361413
0.18030050083472454,0.0019554919282447156
0.18530884808013356,0.0019699384676456905
0.19031719532554256,0.001981576263121696
0.19532554257095158,0.0019903887214705175
0.2003338898163606,0.0019963632778637326
0.2053422370617696,0.001999491413761675
0.21035058430717862,0.001999768669059198
0.21535893155258765,0.0019971946484449023
0.22036727879799667,0.001991773021964772
0.22537562604340566,0.001983511519789414
0.2303839732888147,0.001972421921192358
0.2353923205342237,0.001958520037755133
0.2404006677796327,0.001941825690823071
0.24540901502504173,0.001922362683243975
0.25041736227045075,0.0019001587654299513
0.25542570951585974,0.0018752455957907895
0.2604340567612688,0.0018476586955953136
0.2654424040066778,0.0018174373983250538
0.2704507512520868,0.0017846247935924561
0.27545909849749584,0.001749267665703588
0.28046744574290483,0.0017114164269529414
0.2854757929883138,0.001671125045745439
0.2904841402337229,0.0016284509696481246
0.29549248747913187,0.0015834550434812627
0.3005008347245409,0.0015362014225656115
0.3055091819699499,0.0014867574812495899
0.3105175292153589,0.001435193716846732
